cik,file_date,total_word_count,H4N_Inf_Neg_count,Fin_Neg_Neg_count,pct_of_neg_words_H4N_Inf,pct_of_neg_words_Fin_Neg,tfidf_H4N_Inf,tfidf_Fin_Neg
0000896878,2021-09-08,48470,2776,995,0.057272539715287805,0.020528161749535794,6.179465386323056,9.38815970699665
0000896878,2020-08-31,45016,2434,930,0.0540696641194242,0.020659321130264793,6.170298715972292,9.409606267854826
0000896878,2019-08-30,44267,2344,878,0.05295140849842998,0.019834187995572322,5.763848835273693,8.917270095559228
0000896878,2018-08-31,44519,2363,883,0.05307846088187066,0.019834228082391787,5.49530827347883,8.69061929609657
0000896878,2017-09-01,43257,2276,841,0.05261576161083755,0.01944194003282706,5.7098978580907875,8.422949899340406
0000896878,2016-09-01,34329,2384,854,0.06944565818986863,0.024876926213988175,5.4935647670970145,7.936223197441961
0000896878,2021-11-18,26694,1558,786,0.058365175694912716,0.029444819060463024,7.321018659162984,9.38184304306575
0000896878,2021-05-25,32211,1701,809,0.05280804694048617,0.025115643724193597,6.894966785036402,9.39862541604545
0000896878,2021-02-23,32290,1753,813,0.05428925363889749,0.02517807370703004,6.9615272092741876,9.376302595095748
0000896878,2020-11-19,25141,1573,781,0.062567121435106,0.031064794558688994,7.278215300694822,9.320066877109507
0000896878,2020-05-21,26375,1389,679,0.05266350710900474,0.025744075829383886,6.825834065034412,9.092915383336088
0000896878,2020-02-24,24369,1218,611,0.04998153391604087,0.025072838442283227,6.73187567214244,8.778808595624644
0000896878,2019-11-21,21256,1193,609,0.05612532931878058,0.028650733910425292,6.7527473285015756,8.670197849236985
0000896878,2019-05-23,27593,1350,604,0.04892545210741855,0.021889609683615408,5.92051465234735,8.731559309828747
0000896878,2019-02-22,26701,1359,603,0.05089697015093068,0.022583423841803677,5.824088044014052,8.672458557960958
0000896878,2018-11-20,22952,1336,603,0.0582084349947717,0.02627222028581387,5.806074343791993,8.568687671153402
0000896878,2018-05-22,23727,1261,564,0.05314620474564842,0.023770388165381212,6.155777424406562,8.452148768409856
0000896878,2018-02-22,23889,1298,569,0.054334631001716274,0.023818493867470383,5.948214327251567,8.255754625005784
0000896878,2017-11-20,20761,1160,548,0.05587399450893502,0.026395645681807235,6.744031374778903,8.27962487019046
0000896878,2017-05-23,22374,1084,522,0.04844909269688031,0.02333065164923572,6.7420919157334325,8.264648605160902
0000896878,2017-02-23,24086,1185,569,0.04919870464170057,0.023623681806858757,6.46536861312457,8.184966159884237
0000896878,2016-11-18,15670,1178,552,0.07517549457562221,0.03522654754307594,6.427385731106941,8.212841297788003
0000896878,2016-05-24,16309,1173,510,0.07192347783432461,0.03127107731927157,6.020277892609186,7.939806264933717
0000896878,2016-02-25,16167,1191,517,0.07366858415290406,0.03197872208820437,5.7914380740418085,7.7479731317452645
0000877890,2021-02-08,55729,2723,1109,0.04886145453892946,0.019899872597749824,7.473332820592644,9.007358348292964
0000877890,2020-02-14,55187,2693,1041,0.048797724101690615,0.01886313805787595,6.52257255617628,9.180518111259667
0000877890,2019-02-15,39192,2402,784,0.061288017962849564,0.02000408246580935,5.85809349062057,7.719459242419726
0000877890,2018-02-16,39974,2433,834,0.06086456196527743,0.020863561314854655,5.846114250755178,7.798480519120916
0000877890,2017-02-16,38165,2413,769,0.0632254683610638,0.020149351500065506,5.682482093980871,7.497474984546002
0000877890,2016-02-18,37799,2419,858,0.0639964020212175,0.022699013201407443,6.095004659198279,7.55296449316412
0000877890,2021-11-08,31428,1083,338,0.03445971744940817,0.010754740995290824,5.816333798359313,6.191638218087872
0000877890,2021-07-30,30928,1013,306,0.0327534919813761,0.009893947232281429,5.755650982064319,6.079335721228543
0000877890,2021-05-06,26821,947,296,0.03530815405838709,0.011036128406845383,5.786281182299062,6.056217242305129
0000877890,2020-10-30,33277,1134,399,0.034077591129008024,0.011990263545391712,6.033999642968908,5.961468337259614
0000877890,2020-07-31,32228,1095,381,0.03397666625294775,0.011822018120888669,6.043140499529092,6.023513276027117
0000877890,2020-05-05,29906,1106,385,0.03698254530863372,0.01287367083528389,6.1748013572946086,6.394599325260154
0000877890,2019-11-01,35548,1154,354,0.032463148419039044,0.009958366152807471,5.424185627043052,5.7747019835766675
0000877890,2019-08-06,33986,1069,326,0.03145412817042312,0.009592185017360089,5.510430468930644,5.5301877055700315
0000877890,2019-05-10,18457,1007,269,0.05455924581459609,0.014574416210651786,5.4179045932975,4.963253140639256
0000877890,2018-11-05,20717,1132,238,0.05464111599169764,0.011488149828643143,4.285832432627344,4.763046893715813
0000877890,2018-08-03,18600,1028,218,0.055268817204301074,0.011720430107526882,4.342845013785038,4.711026270871487
0000877890,2018-05-04,17132,953,206,0.0556268970347887,0.012024282045295353,4.366743757224526,4.648863315721681
0000877890,2017-11-02,19920,1073,267,0.05386546184738956,0.013403614457831326,4.815325220811223,5.53283532348681
0000877890,2017-08-04,18989,1033,230,0.05439991574069198,0.012112275527937227,4.710896350474163,5.2192124777193545
0000877890,2017-05-08,17928,975,229,0.054384203480589026,0.012773315484158857,4.800382579646875,5.233311378483387
0000877890,2016-11-04,20884,1193,298,0.05712507182532082,0.01426929706952691,4.772877621894037,5.401228356177066
0000877890,2016-08-05,19869,1123,278,0.056520207358196184,0.013991645276561477,4.699429893323218,5.1610443750358375
0000877890,2016-05-06,17626,1019,255,0.057812322705094746,0.014467264268693976,4.7612334855930545,5.025517777080273
0000058492,2021-02-24,61725,2333,958,0.03779667881733496,0.015520453624949372,8.0670326366135,8.474949317541899
0000058492,2020-02-20,58291,1828,707,0.031359901185431714,0.012128802044912594,7.351938398278312,8.162659468854507
0000058492,2019-02-27,28369,1791,674,0.0631322922908809,0.023758327752123796,7.042997448409911,8.55299299929329
0000058492,2018-02-22,25995,1668,567,0.06416618580496249,0.02181188690132718,6.295064162332417,7.6781111899956365
0000058492,2017-02-22,24826,1583,629,0.0637637960203013,0.025336340932892935,7.006603660405677,7.529414034970131
0000058492,2016-02-25,29300,1821,827,0.06215017064846416,0.028225255972696244,7.374436446416894,7.811187751744957
0000058492,2021-11-05,34421,1223,614,0.035530635367943986,0.017837947764446124,7.834150613042231,7.385951066718052
0000058492,2021-08-05,33270,1133,554,0.034054703937481216,0.016651638112413585,7.767942156756417,7.064558625727099
0000058492,2021-05-06,26120,1055,514,0.04039050535987749,0.019678407350689125,7.807650072472496,7.551563238989591
0000058492,2020-11-05,36084,1375,645,0.03810553153752356,0.01787495843032923,7.7458592700709925,7.990374556269161
0000058492,2020-08-06,33079,1114,532,0.033676955167931316,0.016082711085583,7.886745065999918,7.736042217450609
0000058492,2020-05-08,26449,1034,472,0.03909410563726417,0.01784566524254225,7.907844733542665,8.234199218467188
0000058492,2019-11-05,33583,751,333,0.022362504838757704,0.009915731173510406,7.199866919623091,6.883371989693582
0000058492,2019-08-06,32968,732,299,0.022203348701771413,0.009069400630914827,6.917411125154639,6.902737530136491
0000058492,2019-05-07,25309,693,287,0.02738156387055988,0.011339839582757121,7.0554981515914355,7.245322324824688
0000058492,2018-11-07,12737,813,362,0.06382978723404255,0.02842113527518254,7.227015746362761,7.443477014306168
0000058492,2018-08-03,11502,711,307,0.061815336463223784,0.026691010259085376,7.012405332606372,7.301406973565586
0000058492,2018-05-08,10900,671,266,0.06155963302752294,0.024403669724770642,6.918237062197225,6.858833332768795
0000058492,2017-11-07,11742,698,303,0.05944472832566854,0.0258048032703117,6.8498746195845115,6.379722602658987
0000058492,2017-08-04,11392,717,318,0.06293890449438203,0.027914325842696628,7.106559262783346,6.323752271194907
0000058492,2017-05-09,10578,662,306,0.06258271885044432,0.028927963698241632,7.302128055664666,6.403128132746965
0000058492,2016-11-08,11708,774,364,0.06610864366245302,0.031089853091902972,6.7958397446115075,6.286166274048904
0000058492,2016-08-04,11838,782,389,0.0660584558202399,0.03286028045277919,6.958074696902109,6.218411430815679
0000058492,2016-05-04,10977,741,358,0.06750478272752118,0.032613646715860437,6.804604278211656,6.113367616539512
0001396009,2021-02-25,50351,2195,645,0.043593970328295366,0.012810073285535541,7.043051807464428,7.931742412843035
0001396009,2020-02-26,50147,2152,651,0.04291383333000977,0.01298183340977526,6.66731167402348,7.681604357557722
0001396009,2019-02-26,31533,1923,581,0.060983731329083815,0.018425141914819396,6.363872594477673,7.289077380992259
0001396009,2018-02-27,33396,2006,630,0.060067073901066,0.018864534674811355,6.265468389874029,6.850884135644247
0001396009,2017-02-24,30762,1862,577,0.06052922436772642,0.018756907873350236,6.547115259315223,6.466098821626623
0001396009,2016-02-25,30269,1830,571,0.06045789421520367,0.01886418447917011,6.125762407117493,6.449824740399724
0001396009,2021-11-05,25972,841,282,0.03238102572000616,0.010857846912059141,6.470220981930405,6.3013138662229675
