cik,file_date,total_word_count,H4N_Inf_Neg_count,Fin_Neg_Neg_count,pct_of_neg_words_H4N_Inf,pct_of_neg_words_Fin_Neg,tfidf_H4N_Inf,tfidf_Fin_Neg
0001035443,2021-02-01,84548,4241,1913,0.05016085537209632,0.02262620050149028,9.912698441656634,10.006723074667748
0001035443,2020-02-04,67932,3036,1234,0.04469175057410352,0.018165224047576988,8.660973998362614,9.152462422904796
0001035443,2019-02-05,50626,3061,1185,0.06046300319993679,0.02340694504799905,8.028616248761558,8.720580274094669
0001035443,2018-01-30,49959,2880,1043,0.05764727076202486,0.020877119237774976,7.711784222872442,8.422747470741825
0001035443,2017-01-31,44668,2678,957,0.059953434225844,0.02142473359004209,7.728688198268447,8.402012049170942
0001035443,2016-02-03,42213,2494,914,0.05908132565797266,0.02165209769502286,7.672103484729782,8.220353167719594
0001035443,2021-10-25,47861,1627,575,0.03399427508827647,0.012013957084055912,6.810245870456343,6.074230900864967
0001035443,2021-07-26,44454,1531,505,0.034440095379493406,0.011360057587618662,6.943777081352801,6.430961565997356
0001035443,2021-04-26,38810,1317,399,0.03393455295027055,0.010280855449626385,7.510737869223429,5.486598608278602
0001035443,2020-10-26,52530,1883,757,0.035846183133447555,0.014410812868836855,8.532104867781477,7.582700759691507
0001035443,2020-07-27,49654,1796,674,0.03617029846538043,0.013573931606718492,8.743216990499395,7.788138361836538
0001035443,2020-04-27,34233,1171,367,0.03420675955948938,0.010720649665527415,7.016687310003153,5.249130820493182
0001035443,2019-10-29,44119,1180,359,0.026745846460708537,0.008137083796096919,6.15906347324664,5.0382204577483165
0001035443,2019-07-30,40531,1067,299,0.02632552860773235,0.0073770694036663295,6.07742967917908,5.3130062272718845
0001035443,2019-04-30,22142,936,219,0.042272604100803905,0.009890705446662451,5.742146877733726,4.089776608962053
0001035443,2018-10-30,28571,1311,388,0.04588568828532428,0.013580203703055545,6.474361744176137,6.168482404741454
0001035443,2018-07-31,26077,1022,231,0.039191624803466656,0.008858380948728765,5.470315554792091,4.205920876872828
0001035443,2018-05-01,23219,958,216,0.04125931349325983,0.009302726215599294,5.554829134098288,4.203390165508473
0001035443,2017-10-31,25887,1108,306,0.04280140611117549,0.011820604936840885,5.925619718026048,4.773785962575466
0001035443,2017-08-01,22653,925,210,0.040833443693991965,0.0092702953251225,5.3611939403125755,3.8250464330406757
0001035443,2017-05-02,19275,804,165,0.04171206225680934,0.008560311284046693,5.3427970024076785,4.360132174060851
0001035443,2016-11-02,22968,909,228,0.03957680250783699,0.009926854754440962,5.45494628813004,4.660988457463975
0001035443,2016-08-04,22617,926,214,0.04094265375602423,0.009461909183357651,5.444028628050887,4.755573865107814
0001035443,2016-05-04,18447,745,180,0.040385970618528756,0.009757684176288828,5.1879279249970995,4.201186795025393
0001001082,2021-02-22,87510,3890,1663,0.0444520626214147,0.019003542452291168,6.705617151081738,8.84320926928617
0001001082,2020-02-19,105049,4864,2011,0.046302201829622365,0.019143447343620595,6.745093017798404,9.156188069272567
0001001082,2019-02-13,76723,4509,1941,0.058769860406918395,0.025298802184481838,6.9119284678027935,9.166058534242982
0001001082,2018-02-21,71927,4383,1893,0.06093678312733744,0.026318350549863055,6.949471425988444,8.920373256590118
0001001082,2017-02-22,71146,4308,1809,0.06055154189975543,0.025426587580468334,6.701135023858717,8.683956219681079
0001001082,2016-02-18,64619,4118,1797,0.06372738668193566,0.027809158297095283,6.868050102874024,8.660606543040812
0001001082,2021-11-04,56098,2099,882,0.03741666369567542,0.015722485650112302,6.267176619084737,6.947032191104478
0001001082,2021-08-09,54275,2028,851,0.03736526946107784,0.015679410409949333,6.2508353395463265,7.027663916703803
0001001082,2021-04-29,47593,1851,812,0.03889227407391843,0.01706133254890425,6.461665292558855,6.740518828830059
0001001082,2020-11-06,60162,2332,947,0.03876200924171404,0.015740833084006516,6.048738888299802,7.095793483658735
0001001082,2020-08-07,53590,2221,945,0.041444299309572684,0.017633886919201345,6.4690395456760825,7.423178133714593
0001001082,2020-05-07,52163,2182,945,0.041830416195387535,0.01811628932385024,6.295221135106301,7.436140085169285
0001001082,2019-11-07,54786,2162,874,0.03946263643996641,0.01595298068849706,6.051759145913715,7.117784557815708
0001001082,2019-07-29,50875,2178,965,0.04281081081081081,0.01896805896805897,6.492427986549134,7.622421366123766
0001001082,2019-05-03,31297,1643,721,0.05249704444515449,0.02303735182285842,5.892847118756393,6.762529099432734
0001001082,2018-11-07,35481,1932,838,0.05445167836306756,0.023618274569487896,6.270662509275692,6.928048821963124
0001001082,2018-08-03,36489,1978,861,0.054208117514867496,0.023596152265066183,6.114795639026232,7.065674076944424
0001001082,2018-05-08,30101,1698,744,0.05641008604365304,0.024716786817713696,6.115242528782344,7.044550277385204
0001001082,2017-11-09,33957,1888,832,0.055599729069116824,0.024501575521983687,6.303993918748495,6.8402890436880455
0001001082,2017-08-03,33749,1892,826,0.05606092032356514,0.02447479925331121,6.171498312497044,6.441164411170171
0001001082,2017-05-01,29195,1594,678,0.05459839013529714,0.023223154649768797,6.110509356837473,6.8597584210229225
0001001082,2016-11-09,34649,1880,837,0.054258420156425874,0.024156541314323647,6.437837845893999,6.520353103149478
0001001082,2016-07-21,31701,1753,789,0.05529794012807167,0.02488880476956563,6.27122528374172,6.454526512084141
0001001082,2016-04-20,28003,1609,740,0.05745812948612649,0.026425740099275077,6.089977602003255,6.294538481586054
0000720005,2021-11-23,85531,3752,1381,0.043867135892249595,0.016146192608527902,7.239318378098989,7.819422720493479
0000720005,2020-11-24,81478,3661,1392,0.0449323743832691,0.017084366332016005,7.481062637499236,8.825884502049988
0000720005,2019-11-26,85146,3407,1270,0.040013623658187114,0.014915556808305733,7.218188398330777,8.846654845712631
0000720005,2018-11-21,53180,3740,1355,0.07032719067318541,0.02547950357277172,7.45104770100797,9.019229060566593
0000720005,2017-11-22,59213,4040,1486,0.06822826068599801,0.02509584044044382,7.638651841207306,9.052540899968221
0000720005,2016-11-22,63441,4311,1661,0.06795290112072634,0.026181806718052994,7.813834621944365,8.824120576207074
0000720005,2021-08-09,59337,1538,526,0.025919746532517652,0.008864620725685491,5.513213453075304,4.328373621590586
0000720005,2021-05-07,58706,1547,535,0.026351650597894592,0.009113208189963548,5.603854671283726,4.505727892503695
0000720005,2021-02-08,43019,1338,484,0.03110253608870499,0.011250842650921685,5.566411967329151,4.8029055600356205
0000720005,2020-08-07,59343,1718,588,0.028950339551421397,0.009908498053687882,6.589257910961194,7.229899739529306
0000720005,2020-05-08,63183,1592,596,0.025196650997895004,0.009432917082126522,6.673364345238291,7.019772461305569
