caldt,vwretd
20211116,0.003885
20211117,-0.002252
20211118,0.003638
20211119,-0.001335
20211122,-0.003065
20211123,0.001467
20211124,0.002341
20211126,-0.022706
20211129,0.013275
20211130,-0.018746
20211201,-0.012120
20211202,0.014156
20211203,-0.008539
20211206,0.011676
20211207,0.020714
20211208,0.003085
20211209,-0.007242
20211210,0.009765
20211213,-0.009225
20211214,-0.007186
20211215,0.016492
20211216,-0.008979
20211217,-0.010215
20211220,-0.011544
20211221,0.017880
20211222,0.010379
20211223,0.006407
20211227,0.013645
20211228,-0.000978
20211229,0.001275
20211230,-0.002951
20211231,-0.002604
